ID Pregunta,Código,ID Competencia,Competencia,Prerrequisitos,Módulo,Tipo de Evaluación,Concepto,Tipo de ejercicio,Puntaje,Nivel,Instrucción,Descripción,Respuesta,Ponderación,Respuesta,Ponderación,Respuesta,Ponderación,Respuesta,Ponderación,Feedback,Recurso - Nombre,Recurso - URL,Idioma,Recurso - Nombre,Recurso - URL,Idioma,Recurso - Nombre,Recurso - URL,Idioma,Instrucciones del módulo
DXSJ_16,XSEJ_2120,DC2_1,Interactuar a través de las tecnologías digitales,null,Comunicación y Colaboración,Pre-assessment,Comunicación y colaboración digital,Drag and drop text,5,0,Lee el siguiente párrafo y completa los espacios en blanco con las palabras que se muestran en la lista.,"Es importante tener en cuenta la variedad de tecnologías digitales y comprender los medios de comunicación digital apropiados para un contexto determinado que nos permitan &space con otras personas. Esto nos permite &space datos, información y contenidos digitales con ellas con la finalidad de lograr una &space para co-construir y co-crear nuevo contenido y recursos.",interactuar,1,comunicar,0,null,0,null,0,Realizar interacciones con tecnologías digitales para la resolución de problemas de manera autónoma.,Metodologías de la innovación (Innovation Methodologiesa),https://thincrs-one.udemy.com/course/innovacion-destilada/learn/lecture/5066882?start=57,Español,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
DXSJ_16,XSEJ_2220,DC2_2,Compartir a través de las tecnologías digitales,DC2_1,Comunicación y Colaboración,Pre-assessment,Comunicación y colaboración digital,Drag and drop text,5,0,Lee el siguiente párrafo y completa los espacios en blanco con las palabras que se muestran en la lista.,"Es importante tener en cuenta la variedad de tecnologías digitales y comprender los medios de comunicación digital apropiados para un contexto determinado que nos permitan &space con otras personas. Esto nos permite &space datos, información y contenidos digitales con ellas con la finalidad de lograr una &space para co-construir y co-crear nuevo contenido y recursos.",compartir,1,relación,0,null,0,null,0,Identificar las prácticas simples de referencia y atribución con autonomía y una guia adecuada.  ,Internet best practices (Mejores prácticas de internet),https://thincrs-one.udemy.com/fundamental_computing_skills/learn/lecture/4848736?start=135,Subtitulado al español,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
DXSJ_16,XSEJ_2420,DC2_4,Colaborar a través de tecnologías digitales,"DC2_1, DC2_2",Comunicación y Colaboración,Pre-assessment,Comunicación y colaboración digital,Drag and drop text,5,0,Lee el siguiente párrafo y completa los espacios en blanco con las palabras que se muestran en la lista.,"Es importante tener en cuenta la variedad de tecnologías digitales y comprender los medios de comunicación digital apropiados para un contexto determinado que nos permitan &space con otras personas. Esto nos permite &space datos, información y contenidos digitales con ellas con la finalidad de lograr una &space para co-construir y co-crear nuevo contenido y recursos.",colaboración,1,navegación,0,null,0,null,0,Indicar tecnologías digitales para empoderar y para participar en la sociedad como ciudadano.,Equipos Destiladores de Innovación (Innovation Distilling Equipment),https://thincrs-one.udemy.com/course/innovacion-destilada/learn/lecture/5066884?start=55,Español,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
DXSJ_17,XSEJ_2320,DC2_3,Participar en la ciudadanía a través de los medios digitales,"DC2_1, DC2_2, DC2_4",Comunicación y Colaboración,Pre-assessment,Ciudadanía digital,Relación de columnas,5,0,Relaciona las siguientes columnas de acuerdo a la correspondencia del concepto con su significado.,&space Participar activamente en la sociedad mediante el uso de servicios digitales públicos y privados.,Ciudadanía digital,1,Reglas de navegación,0,null,0,null,0,Seleccionar servicios digitales simples para participar en la sociedad de manera autónoma.,What is Growth Hacking? (¿Qué es el pirateo del crecimiento?),https://thincrs-one.udemy.com/growth-hacking-masterclass-become-a-digital-marketing-ninja/learn/lecture/2907164?start=15,Subtitulado al español,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
DXSJ_17,XSEJ_2520,DC2_5,Netiqueta,"DC2_1, DC2_2, DC2_4",Comunicación y Colaboración,Pre-assessment,Netiqueta,Relación de columnas,5,0,Relaciona las siguientes columnas de acuerdo a la correspondencia del concepto con su significado.,"&space Adaptar las estrategias de comunicación, ser conscientes y respetar la diversidad cultural y generacional en los entornos digitales.",Netiqueta,1,Políticas de uso,0,null,0,null,0,Diferenciar las normas de comportamiento y los conocimientos prácticos simples al usar tecnologías digitales e interactuar en entornos digitales.,Appropriate levels of formality (Niveles apropiados de formalidad),https://thincrs-one.udemy.com/email-etiquette-for-business/learn/v4/t/lecture/6303688?start=340,Inglés,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
DXSJ_17,XSEJ_2620,DC2_6,Administrar la identidad digital,"DC2_1, DC2_3, DC2_4, DC2_5",Comunicación y Colaboración,Pre-assessment,Identidad digital,Relación de columnas,5,0,Relaciona las siguientes columnas de acuerdo a la correspondencia del concepto con su significado.,"&space Proteger la reputación propia, tratando con los datos que uno produce a través de varias herramientas, entornos y servicios digitales.",Identidad digital,1,Huella digital,0,null,0,null,0,Explicar y discutir formas bien definidas y rutinarias de proteger mi reputación en línea.,Sources of Electronic Evidence (Fuentes de evidencia electrónica),https://thincrs-one.udemy.com/course/digital-forensics-and-electronic-evidence/learn/lecture/7167310?start=40,Inglés,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
DXSJ_18,XSEJ_3130,DC3_1,Desarrollar contenido digital,DC1_3,Creación de Contenido Digital,Pre-assessment,Creación de contenidos digitales,Verdadero o Falso,5,0,Lee la siguiente oración y selecciona verdadero o falso según sea el caso.,La creación de contenidos digitales en diferentes formatos es una manera de expresarse a través de medios digitales y no implica la contribución a la sociedad del conocimiento actual.,VERDADERO,1,FALSO,0,null,0,null,0,Conocer sobre los diversos formatos existentes para crear contenidos digitales.,What types of content should i create? (¿Qué tipos de contenido debo crear? Ver lecturas también),https://thincrs-one.udemy.com/social-media-marketing-masterclass/learn/v4/t/lecture/5766242?start=60,Subtitulado al español,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
DXSJ_19,XSEJ_3220,DC3_2,Integrar y re elaborar contenido digital,"DC1_1, DC1_2, DC1_3, DC3_1, DC3_3",Creación de Contenido Digital,Pre-assessment,Re elaboración de contenidos digitales,Verdadero o Falso,5,0,Lee la siguiente oración y selecciona verdadero o falso según sea el caso.,"Debido a diversas leyes, se encuentra prohibido modificar, mejorar e integrar la información y conocimientos existentes para crear contenidos y conocimientos nuevos y originales.",FALSO,1,VERDADERO,0,null,0,null,0,"Utilizar una variedad de herramientas web para la representación del conocimiento, con el fin de interactuar, mostrar a los demás, crear, editar y re-elaborar lo más apropiado en el desarrollo de contenido digital en un contexto dado y complejo.",Google Fonts (Fuentes de Google),https://thincrs-one.udemy.com/course/recursos-web-plugins-y-utilidades/learn/lecture/4852960?start=38,Español,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
DXSJ_20,XSEJ_4220,DC4_2,Protección de datos personales y la privacidad,"DC1_1, DC1_2, DC1_3, DC2_1, DC2_2, DC2_4, DC2_6",Seguridad en Entornos Digitales,Pre-assessment,Protección de datos,Verdadero o Falso,5,0,Lee la siguiente oración y selecciona verdadero o falso según sea el caso.,"El uso de un antivirus instalado en tu computadora personal, te deja exento de las amenazas de robo de información en la red.",FALSO,1,VERDADERO,0,null,0,null,0,Proteger tu información personal cuando navegas en línea,Consejos de seguridad general en internet.,https://thincrs-one.udemy.com/course/computacion-basica-desde-cero-hasta-redes-sociales/learn/lecture/1708004#?start=1275overview,Español,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
DXSJ_21,XSEJ_5510,DC5_5,Pensamiento computacional,DC3_4,Resolución de problemas,Pre-assessment,Algoritmos,Opción múltiple con checkbox,5,0,Lee la siguiente oración y selecciona las dos opciones correctas.,"De las siguientes opciones, selecciona aquellas que permitan describir la solución de un problema como un conjunto de reglas siguiendo un proceso.",Algoritmo,0.5,Programación,0,null,0,null,0,Identificas los algoritmos como procesos,Concepto de algoritmo,https://thincrs-one.udemy.com/course/fundamentos-de-programacion-en-c-basico-avanzado/learn/lecture/4357484#overview,Español,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
DXSJ_21,XSEJ_5520,DC5_5,Pensamiento computacional,DC3_4,Resolución de problemas,Pre-assessment,Algoritmos,Opción múltiple con checkbox,5,0,Lee la siguiente oración y selecciona las dos opciones correctas.,"De las siguientes opciones, selecciona aquellas que permitan describir la solución de un problema como un conjunto de reglas siguiendo un proceso.",Instrucciones,0.5,Código,0,null,0,null,0,Identificas la manera de dar instrucciones a una computadora,Los lenguajes de programación,https://thincrs-one.udemy.com/course/fundamentos-de-programacion-en-c-basico-avanzado/learn/lecture/4357506#overview,Español,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
