id,question_type_id,admin_id,enterprise_id,short_name,question,points,created_at,updated_at,question_category_id,level,instructions,code
154,1,1,,DC_0515,"<p>Como método de tener a la mano tu tarea, decides guardar y editar el documento desde la nube, por lo que al haber finalizado la edición, guardas el archivo en el almacenamiento de tu computadora. Al día siguiente, en el transcurso hacia tu escuela, decides modificar el documento accediendo a la nube desde tu smartphone y guardas los cambios. Llegas a la escuela y tu profesor te pide presentar tu tarea, por lo que abres el documento almacenado en tu computadora y lo presentas. El documento no presentaba los cambios realizados debido a que:</p>",1.5,2020-06-16 22:21:01,2020-06-16 22:21:01,14,1,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0515
155,1,1,,DC_0511,"<p>Te encuentras cursando una materia en línea; para la tarea de la próxima semana, el asesor carga un archivo a la plataforma, llamado <strong>semana_3.rar</strong>. Descargas el archivo, pero cuando tratas de abrirlo, tu computadora te muestra el siguiente mensaje: </p>
<p><strong><em>No se reconoce el formato de archivo</em></strong></p>
<p>Lo anterior se debe a que:</p>",2.5,2020-06-16 22:21:04,2020-06-16 22:21:04,14,2,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0511
156,1,1,,DC_0512,"<p>Navegando en tu celular, éste te muestra un mensaje que dice: </p>
<p><strong><em>Se ha agotado el espacio de almacenamiento</em></strong></p>
<p>Lo anterior, ¿cómo se puede solucionar?</p>",4.0,2020-06-16 22:21:07,2020-06-16 22:21:07,14,3,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0512
157,1,1,,DC_0513,"<p>Tú y tu familia, deciden organizar un viaje para las próximas vacaciones de verano. Debido a la distancia no pueden reunirse y tomar decisiones de manera física y no cuentan con tiempos en los que puedan coincidir para mantener una comunicación sincrónica, por lo que deciden utilizar herramientas en línea.<br />
El método más eficaz para organizar la próxima salida a vacaciones es:</p>",5.0,2020-06-16 22:21:10,2020-06-16 22:21:10,14,4,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0513
158,1,1,,DC_0514,"<p>Cuentas con un plan de datos en tu teléfono celular, el cual te brinda acceso ilimitado a redes sociales y <strong>1 GB</strong> de datos para navegar en internet, el cual expira dentro de una semana. Regresando a tu casa del trabajo, decides hacer uso del plan utilizando YouTube para distraerte en el transporte público. Cuando abres la aplicación ésta no carga los videos, decides revisar otras aplicaciones como Twitter e Instagram para ver si presentan algún problema pero funcionan normalmente. ¿Cuál es conflicto más probable?</p>",6.5,2020-06-16 22:21:13,2020-06-16 22:21:13,14,5,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0514
159,1,1,,DC_0516,"<p>Para tu siguiente clase, tu profesor te envía un archivo en formato <strong>.docx</strong>, el cual contiene información para la siguiente clase. Al tratarlo de abrir en tu computadora, ésta te arroja el siguiente mensaje:</p>
<p><strong><em>No se reconoce el formato de archivo</em></strong></p>
<p>Con lo que llegas a la conclusión de que no cuentas con una suite de ofimática instalada. Si quieres acceder a la información y que ésta esté accesible aún sin conexión a internet, todo de la manera más eficiente, tú:</p>",7.5,2020-06-16 22:21:16,2020-06-16 22:21:16,14,6,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0516
160,1,1,,DC_0517,"<p>Viajas en el transporte público y quieres acceder a tus redes sociales, pero tu smartphone parece no tener acceso a internet. Revisas el plan de datos y te muestra que cuentas con un plan de datos activo. Revisas los ajustes de conexión y te muestra lo siguiente:</p>
<ul>
<li>Acceso a Wi-fi: <em>apagado</em>. </li>
<li>Acceso a redes móviles: <em>apagado</em>. </li>
<li>Accesoa redes 4G: <em>encendido</em>. </li>
<li>Acceso a red de teléfono: <em>alto</em>. </li>
</ul>
<p>Tu smartphone no puede acceder a internet porque:</p>",9.0,2020-06-16 22:21:20,2020-06-16 22:21:20,14,7,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0517
161,1,1,,DC_0518,"<p>Tu computadora comienza a presentar fallas de rendimiento, por lo que te comienzas a cuestionar qué hacer con ella.<br />
Los principales usos que le das a la computadora son:</p>
<ul>
<li>Navegar por la red. </li>
<li>Acceder a redes sociales. </li>
<li>Escuchar música. </li>
<li>Ver series y películas. </li>
<li>Utilizar software de oficina. </li>
<li>Jugar en línea. </li>
</ul>
<p>La computadora cuenta con las siguientes características: </p>
<ul>
<li>1 año de uso. </li>
<li>Sistema operativo: Windows 10, que usa aprox. 35% de recursos.</li>
<li>Memoria RAM: 8 GB, con un promedio de 60% de uso por sesión. </li>
<li>Procesador: 2.5 GHz a 4 núcleos con overclock de 20% más. </li>
<li>Almacenamiento: 1 TB HDD, 15% utilizado. </li>
<li>Batería: duración de aprox. 4.5 horas.</li>
</ul>
<p>No quieres gastar mucho dinero para arreglar el problema, y debido a que es una computadora portátil, no quieres cambiar el hardware de ésta. ¿Qué harías para mejorar el rendimiento?</p>",10.0,2020-06-16 22:21:23,2020-06-16 22:21:23,14,8,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0518
162,1,1,,DC_0521,"<p>Haz terminado el proyecto final de tu materia de Historia en la computadora de escritorio de tu casa. Como parte del proyecto realizaste una presentación que tomará parte en la siguiente clase, así que tienes que tener a la mano el documento de tu proyecto final y las diapositivas de tu presentación. Si, además, necesitas que éstos sean accesibles desde cualquier dispositivo, permitan realizar cambios y se sincronicen y que, adicionalmente, se encuentren disponibles sin conexión, la mejor herramienta es:</p>",1.5,2020-06-16 22:21:26,2020-06-16 22:21:26,14,1,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0521
163,1,1,,DC_0522,"<p>Para entrar a tu próxima clase, tienes que leer un documento que fue provisto por el profesor en formato <strong>PDF</strong>. Decides guardar el archivo en tu smartphone y leer el documento en el transporte público. Al abrir el archivo notas que las letras del documento están pequeñas debido al poco espacio en la pantalla del móvil. La forma más eficiente de leer el documento es:</p>",2.5,2020-06-16 22:21:29,2020-06-16 22:21:29,14,2,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0522
164,1,1,,DC_0523,"<p>La nueva administración del gobierno de tu localidad ha adoptado una política de <strong>inclusión social</strong>, para que las personas con capacidades diferentes sean capaces de utilizar todos los servicios web que ésta pone a disposición de los ciudadanos, sin que las condiciones físicas sean un impedimento. Para adecuar los servicios digitales que se ofrecen y hacerlos aptos para las personas con capacidades diferentes, la administración debe de adoptar:</p>",4.0,2020-06-16 22:21:32,2020-06-16 22:21:32,14,3,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0523
165,1,1,,DC_0524,"<p>Tu PC ha presentado una repentina disminución en el desempeño. La computadora tiene seis meses de uso y cuenta con las siguientes características:</p>
<ul>
<li>Memoria RAM: 4 GB. </li>
<li>Almacenamiento: 512 GB. </li>
<li>Procesador: 2 GHz, dual-core. </li>
<li>Sistema Operativo: Windows 10. </li>
<li>Batería: Autonomía de 4 horas. </li>
</ul>
<p>La reducción en el desempeño de la computadora te causa problemas, por lo que decides hacer algo al respecto. ¿Qué es lo que se aconseja realizar en esta situación?</p>",5.0,2020-06-16 22:21:35,2020-06-16 22:21:35,14,4,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0524
166,1,1,,DC_0525,"<p>Recientemente te cambiaste de compañía telefónica, por lo que has cambiado tu plan de datos móviles. El nuevo plan te ofrece <strong>1.5 GB</strong> para navegar por internet y redes sociales ilimitadas al mes. Diariamente, cuando utilizas tu smartphone si estás en casa te conectas al <strong>Wi-fi</strong> para no gastar el plan. Si sales de casa, utilizas solamente las redes sociales ya que éstas son ilimitadas. Pasados <strong>15 días</strong> desde que se aplicó el plan, te das cuenta de que te quedan solo <strong>200 MB</strong> de los datos para navegar por internet. Revisas los ajustes y te das cuenta de que hay aplicaciones que consumen datos estando en segundo plano. Para solucionar el problema anterior de la manera más eficaz, tú:</p>",6.5,2020-06-16 22:21:38,2020-06-16 22:21:38,14,5,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0525
167,1,1,,DC_0526,"<p>Junto con tus amigos, lanzas un nuevo sitio de internet que se encarga de comunicar noticias, anuncios, sucesos y actividades que suceden en tu ciudad a diario. El sitio brinda la oportunidad de leer las notas, hacer comentarios y compartir la información. Algunas semanas después, el sitio comienza a tener miles de visitas diaria y se ve un aumento en la cantidad de comentarios que obtienen las publicaciones. Dentro de los comentarios, te das cuenta de que hay personas que hacen preguntas acerca del sitio, problemas con la visualización, peticiones, entre otros asuntos que tienen que ver con el sitio, no el contenido publicado en este. Para brindar una manera de dar respuesta a las dudas generadas por el sitio, la manera más eficiente es:</p>",7.5,2020-06-16 22:21:41,2020-06-16 22:21:41,14,6,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0526
168,1,1,,DC_0527,"<p>Para promocionar la campaña de reciclaje que se realizará en tu Ciudad, decides crear un video que sea promovido por las redes sociales y la televisión para que sea visto por una gran cantidad de personas. El guión que se presentará en el video será provista por los organizadores y gente encargada de la campaña. Lo único que hace falta es la música, las imágenes y videoclips. Para que no haya problemas con el contenido a la hora de presentar el video en las redes sociales y en la televisión se tiene que:</p>",9.0,2020-06-16 22:21:45,2020-06-16 22:21:45,14,7,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0527
169,1,1,,DC_0528,"<p>Se acerca el final del semestre, por lo que tienes proyectos de cada una de las materias que cursas, lo que significa que tu evaluación de inglés se encuentra cerca también, por lo que tienes que estar practicando frecuentemente. </p>
<p>Lo anterior no sería un problema si no fuera tu agenda que está demasiado ocupada:</p>
<ul>
<li>06:00 a 07:00 desayuno y preparación para salir. </li>
<li>07:00 a 08:00 transporte a la escuela. </li>
<li>08:00 a 12:00 clases.</li>
<li>12:00 a 12:30 receso para comida. </li>
<li>13:00 a 16:00 clases. </li>
<li>16:00 a 16:30 transporte hacia el centro deportivo.</li>
<li>17:00 a 19:00 práctica con el equipo de fútbol. </li>
<li>19:00 a 19:30 transporte a tu casa. </li>
<li>19:30 a 22:00 hacer deberes. </li>
<li>22:00 a 22:30 cena. </li>
<li>23:00 a 06:00 dormir. </li>
</ul>
<p>¿Qué es lo que harías para poder practicar para tu examen de inglés eficientemente durante tu día?</p>",10.0,2020-06-16 22:21:48,2020-06-16 22:21:48,14,8,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0528
170,1,1,,DC_0531,<p>La mejor manera de ofrecer portabilidad de un producto o servicio en los smartphones es:</p>,1.5,2020-06-16 22:21:52,2020-06-16 22:21:52,14,1,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0531
171,1,1,,DC_0532,"<p>Te encuentras participando en un sitio web en donde se discuten distintos tópicos acerca de películas de estreno. Redactas una nueva publicación acerca del tráiler de una película, que se estrena proximamente, y quieres adjuntar el video para añadir contexto.<br />
Al intentar cargar el video, el navegador te muestra un mensaje con el texto: </p>
<p><strong><em>Error 113: fallo de carga de archivo</em></strong></p>
<p>Para encontrar una solución al problema, lo más eficiente es:</p>",2.5,2020-06-16 22:21:55,2020-06-16 22:21:55,14,2,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0532
172,1,1,,DC_0533,"<p>En tu ciudad se ha aprobado una nueva ley que prohíbe el uso de bicicletas en las avenidas principales. La decisión fue tomada repentinamente y sin fundamento alguno. Por medio de las redes sociales se ha hecho público el disgusto de los habitantes de la ciudad, que exige que se revierta la decisión. Una de las maneras más eficientes para las personas que no están de acuerdo hagan escuchar su voz y que quede un registro público de su opinión es:</p>",4.0,2020-06-16 22:21:59,2020-06-16 22:21:59,14,3,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0533
173,1,1,,DC_0534,"<p>La liga de fútbol de tu ciudad es muy popular entre los habitantes, conformada por 16 equipos que participan en diferentes partidos semanales. Debido a la magnitud de la liga, como aficionado es muy difícil llevar un control de los resultados, alineaciones, fechas y puntajes de cada equipo. Una herramienta para que la información pueda ser consultada y actualizada a diario de manera ordenada es:</p>",5.0,2020-06-16 22:22:03,2020-06-16 22:22:03,14,4,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0534
174,1,1,,DC_0535,"<p>Estás a punto de abrir tu nuevo canal de YouTube. Éste se enfoca en contenido creado por tí, que te gusta componer e interpretar música. Como manera de impulsar tu canal, decides compartir todas tus creaciones para que estén disponibles a todo el público de manera gratuita, pero teniendo siempre mención como creador de las mismas.<br />
¿De qué manera compartirías tu contenido?</p>",6.5,2020-06-16 22:22:06,2020-06-16 22:22:06,14,5,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0535
175,1,1,,DC_0536,"<p>Utilizando tu computadora, te llega un mensaje que hay una actualización del sistema operativo y que cambiará la versión y el nombre. Pasará de ser la versión 12 llamada <strong>Colossal Cactus</strong>, a la versión 13 llamada <strong>Digital Dandelion</strong>. Si se acepta la actualización, ¿Qué pasa con la computadora?</p>",7.5,2020-06-16 22:22:10,2020-06-16 22:22:10,14,6,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0536
176,1,1,,DC_0537,"<p>Se ha identificado un problema grave de contaminación en tu colonia, por lo que decides iniciar una campaña de recolección de basura en conjunto con los habitantes. El hecho de organizar equipos y trazar rutas de limpieza de manera presencial a una gran cantidad de personas se vuelve muy complicado, por lo que se requiere una solución distinta; debido a que el 90% de las personas cuenta con un smartphone. ¿Cómo utilizarías este dispositivo para organizar las personas?</p>",9.0,2020-06-16 22:22:14,2020-06-16 22:22:14,14,7,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0537
177,1,1,,DC_0538,"<p>Tu pueblo natal, al ser pueblo mágico, goza con un flujo bajo de turistas aunque ofrece una gran cantidad de actividades para realizar y lugares que visitar. Decides realizar una búsqueda de tu pueblo para consultar las opiniones y reviews con las que cuenta por parte de los turistas que ya han disfrutado la experiencia. Al realizar la búsqueda te das cuenta de que son muy pocas las páginas e información que se muestra por parte de los sitios que se encargan de indexar los destinos turísticos. ¿Cómo apoyarías al mayor reconocimiento de tu pueblo natal.</p>",10.0,2020-06-16 22:22:18,2020-06-16 22:22:18,14,8,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0538
178,1,1,,DC_0541,"<p>Últimamente estás teniendo problemas con la producción, edición y actualización de contenido digital y el ajuste de las configuraciones de nuevas aplicaciones. Dado lo anterior, debes mejorar en:</p>",1.5,2020-06-16 22:22:22,2020-06-16 22:22:22,14,1,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0541
179,1,1,,DC_0542,"<p>Navegando en internet, surge un problema con la red. Conoces la causa del problema, pero no conoces las soluciones, aunque eres capaz de buscar la solución para solucionar el problema. Dado lo anterior tú:</p>",2.5,2020-06-16 22:22:25,2020-06-16 22:22:25,14,2,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0542
180,1,1,,DC_0543,"<p>Vas a iniciar un curso en línea para aprender Cálculo. Las actividades e interacciones del curso se realizarán a través de una plataforma montada en un sitio en la red, por lo que todas las consultas de recursos y entregas de productos se harán por este medio. Si bien, tienes dominada la navegación por distintos sitios y la interacción por distintos medios, debido a que se trata de un curso de matemáticas, debes de tener dominadas otras áreas en medios digitales como lo son:</p>",4.0,2020-06-16 22:22:29,2020-06-16 22:22:29,14,3,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0543
181,1,1,,DC_0544,"<p>Estando utilizando su nueva tableta electrónica, tu mamá de pronto te llama debido a que movió algún ajuste del dispositivo y ahora la tableta funciona de manera errónea. Tú:</p>",5.0,2020-06-16 22:22:32,2020-06-16 22:22:32,14,4,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0544
182,1,1,,DC_0545,"<p>Te encuentras en una reunión familiar discutiendo los nuevos cambios a las leyes por parte de la administración del gobierno actual. Discutiendo sobre los datos presentados para justificar los cambios, tu tío te muestra un artículo de un sitio en línea cuya validez te resulta cuestionable, por lo que revisas el sitio y la información más detenidamente, para llegar a la conclusión de que los datos presentados no son confiables. Teniendo en cuenta lo anterior, tú:</p>",6.5,2020-06-16 22:22:36,2020-06-16 22:22:36,14,5,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0545
183,1,1,,DC_0546,"<p>Terminas de crear un video que subirás como el video que dará inicio a tu canal de YouTube. Después de haber estado en línea por 24 horas, YouTube remueve la visibilidad del video y te comunica las razones: El video no se ajusta a las políticas del sitio. Ha provocado reclamos por derechos de autor. Lo anterior demuestra que no eres completamente competente en:</p>",7.5,2020-06-16 22:22:39,2020-06-16 22:22:39,14,6,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0546
184,1,1,,DC_0547,"<p>Tu profesor de economía ha pedido que entreguen los reportes del proyecto final. Ha establecido tres formas de presentar la información: documento de texto, infografía o vídeo. Tratando de decidir de qué manera hacer la presentación, llegas a varias conclusiones: Escribir un documento es la manera más sencilla y además lo has hecho toda tu vida. Elaborar una infografía sería sencillo utilizado una herramienta en línea, pero tendrías que acotar los datos a la hora de presentar. No eres bueno elaborando videos, pero es una manera muy eficaz de transmitir información. Teniendo en cuenta lo anterior, tú:</p>",9.0,2020-06-16 22:22:42,2020-06-16 22:22:42,14,7,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0547
185,1,1,,DC_0548,"<p>Tu tío llega a pedirte ayuda, debido a que, navegando por internet, leyó una publicación que le aseguraba cómo proteger su dispositivo en contra de hackers, descargando e instalando un software en su dispositivo. El software resultó ser malware que robó su información personal. Debido a que no es la primera vez que sucede algo así, decides hacer una recomendación a tu tío. De las siguientes opciones, ¿Qué le recomendarías a tu tío?</p>",10.0,2020-06-16 22:23:00,2020-06-16 22:23:00,14,8,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0548
186,1,1,,ORG_1,<p>Los procesos y la documentación de planeamiento estratégico de la organización <strong>deben incluir</strong> una visión y una misión que articulen claramente el potencial de las tecnologías digitales.</p>,5.0,2020-10-20 17:16:16,2020-10-20 17:16:16,15,0,<p>Lee la siguiente oración y selecciona verdadero o falso según sea el caso.</p>,DXOR_0110
187,3,1,,ORG_2,<p>&amp;space Establecer procesos apropiados para comunicar interna y externamente la visión y los beneficios que se obtienen con la integración de tecnologías digitales.</p><br><p>&amp;space Está basado en evidencias y se apoya en la investigación permanente sobre el uso de tecnologías digitales e incluye metas y objetivos específicos en relación con la era digital de una forma sostenible por toda la organización.</p>,5.0,2020-10-20 17:16:16,2020-10-20 17:16:16,15,0,<p>Relaciona las siguientes columnas de acuerdo a la correspondencia del concepto con su significado.</p>,DXOR_0120
188,5,1,,ORG_3,"<p>El contextualizar una implementación de capacidad digital con base en habilitadores/facilitadores de integración de tecnologías digitales, permite abordar diversas prácticas, por ejemplo:</p>",5.0,2020-10-20 17:16:16,2020-10-20 17:16:16,15,0,<p>Lee la siguiente oración y selecciona las dos opciones correctas.</p>,DXOR_0140
189,2,1,,ORG_4,"<p>Se tiene que establecer en un &amp;space, que las partes interesadas de una organización deben de poseer un cierto grado de &amp;space en la integración de tecnologías digitales, con la finalidad de &amp;space las labores.</p>",5.0,2020-10-20 17:16:16,2020-10-20 17:16:16,16,0,<p>Completa los espacios en blanco del siguiente párrafo con las opciones que se presentan en la lista. </p>,DXOR_0220
190,3,1,,ORG_5,"<p>&amp;space Incluye no solo lo necesario para el uso de tecnologías digitales para modernizar las labores existentes, sino también el ofrecimiento de nuevas oportunidades.</p><br><p>&amp;space Cualidad del equipo directivo para comprender conjuntamente las razones y la forma en que la organización trata de integrar las tecnologías digitales.</p><br><p>&amp;space Se asigna para la ejecución y monitorización del plan de implementación de capacidad digital.</p>",5.0,2020-10-20 17:16:16,2020-10-20 17:16:16,17,0,<p>Relaciona las siguientes columnas de acuerdo a la correspondencia del concepto con su significado.</p>,DXOR_0250
191,1,1,,ORG_6,<p>Los recursos presupuestarios y de dotación de personal <strong>no necesariamente deben de estar</strong> claramente identificados y optimizados en el contexto organiazcional.</p>,5.0,2020-10-20 17:16:16,2020-10-20 17:16:16,18,0,<p>Lee la siguiente oración y selecciona verdadero o falso según sea el caso.</p>,DXOR_0330
192,2,1,,ORG_7,"<p>Se debe establecer &amp;space para revisar y rendir informes periódicos de los resultados, así como para &amp;space externamente la capacidad digital de la propia organización, con respecto a &amp;space similares, a nivel regional, nacional o internacional. Hay que considerar que las &amp;space se implican en cuestiones de política y rumbo en relación con las tecnologías digitales.</p>",5.0,2020-10-20 17:16:16,2020-10-20 17:16:16,18,0,<p>Completa los espacios en blanco del siguiente párrafo con las opciones que se presentan en la lista.</p>,DXOR_0340
193,5,1,,ORG_8,<p>La organización debe de establecer procesos para garantizar que su personal pueda integrar las tecnologías digitales en las prácticas diarias. ¿Qué es lo que la organiación debe de lograr en su personal?</p>,5.0,2020-10-20 17:16:16,2020-10-20 17:16:16,19,0,<p>Lee la siguiente oración y selecciona las dos opciones correctas.</p>,DXOR_0410
194,2,1,,ORG_9,"<p>En los planes de la organización se deben describir medidas de desarrollo de &amp;space del personal, además de tomarse en consideración para valorar el &amp;space del mismo. Todo lo anterior con base en la adopción o adaptación de &amp;space relevantes en línea.</p>",5.0,2020-10-20 17:16:16,2020-10-20 17:16:16,19,0,<p>Lee el siguiente párrafo y completa los espacios en blanco con las palabras que se muestran en la lista.</p>,DXOR_0430
195,1,1,,ORG_10,"<p>Tras intergrar tecnologías digitales en la organización, <strong>se espera</strong> que el personal de la organización experimente el uso creativo con éstas.</p>",5.0,2020-10-20 17:16:16,2020-10-20 17:16:16,20,0,<p>Lee la siguiente oración y selecciona verdadero o falso según sea el caso.</p>,DXOR_0520
196,1,1,,ORG_11,<p>Se debe <strong>desestimar</strong> al personal para <strong>evitar</strong> que actúen como personal autodirigido o sean codiseñadores del proceso laboral.</p>,5.0,2020-10-20 17:16:16,2020-10-20 17:16:16,20,0,<p>Lee la siguiente oración y selecciona verdadero o falso según sea el caso.</p>,DXOR_0530
197,2,1,,ORG_12,"<p>Al integrar las tecnologías digitales, las labores de la organización se &amp;space, con base en una investigación relevante; por lo que la organización debe &amp;space diversas prácticas de integración de &amp;space</p>",5.0,2020-10-20 17:16:16,2020-10-20 17:16:16,20,0,<p>Completa los espacios en blanco del siguiente párrafo con las opciones que se presentan en la lista.</p>,DXOR_0540
198,3,1,,ORG_13,<p>&amp;space Posibilita la colaboración y trabajo en equipo.</p><br><p>&amp;space Se debe encargar del desarrollo de destrezas sociales y emocionales en el personal.</p><br><p>&amp;space En donde se aplican las destrezas sociales y emocionales.</p>,5.0,2020-10-20 17:16:16,2020-10-20 17:16:16,20,0,<p>Relaciona las siguientes columnas de acuerdo a la correspondencia del concepto con su significado.</p>,DXOR_0570
199,2,1,,ORG_14,"<p>La organización tiene un compromiso con el &amp;space del personal, a través de la &amp;space y uso eficaz de tecnologías digitales, situadas en el contexto organizacional orientado a las &amp;space profesionales</p>",5.0,2020-10-20 17:16:16,2020-10-20 17:16:16,21,0,"<p>La obtención de información fidedigna conlleva un proceso, descrito en el siguiente párrafo de manera breve. Completa los espacios en blanco con las opciones que se presentan en la lista.</p>",DXOR_0620
200,5,1,,ORG_15,<p>Las organizaciones utilizan tecnologías digitales para extender el alcance y variedad de procesos laborales. Esto permite a dichas organizaciones evaluar a su personal en temas de:</p>,5.0,2020-10-20 17:16:16,2020-10-20 17:16:16,21,0,<p>Lee la siguiente oración y selecciona las dos opciones correctas.</p>,DXOR_0650
201,2,1,,ORG_16,<p>Las &amp;space son utilizadas para realizar evaluaciones sumativas dentro de las organizaciones; utilizando metodologías en línea que proporcionan &amp;space inmediata o en &amp;space.</p>,5.0,2020-10-20 17:16:16,2020-10-20 17:16:16,22,0,<p>Lee el siguiente párrafo y completa los espacios en blanco con las palabras que se muestran en la lista.</p>,DXOR_0720
202,3,1,,ORG_17,"<p>&amp;space Se revisan y mejoran sistemáticamente, basándose en los desarrollos tecnológicos recientes.</p><br><p>&amp;space La organización considera la implementación de la analítica del uso de tecnologías para mejorar las prácticas laborales.</p><br><p>&amp;space Efectuar de forma segura y protegida la recogida y validación de los datos del personal.</p>",5.0,2020-10-20 17:16:17,2020-10-20 17:16:17,23,0,<p>Relaciona las siguientes columnas de acuerdo a la correspondencia del concepto con su significado.</p>,DXOR_0810
203,1,1,,ORG_18,<p>La organización debe implementar diferentes facetas de analítica de datos con vistas a mejorar los futuros procesos laborales o a dar capacitaciones.</p>,5.0,2020-10-20 17:16:17,2020-10-20 17:16:17,24,0,<p>Lee la siguiente oración y selecciona verdadero o falso según sea el caso.</p>,DXOR_0930
204,1,1,,ORG_19,<p>Los datos relativos al progreso y los logros <strong>individuales</strong> se deben de analizar a nivel de la organización para respaldar los procesos incluyendo gestión y mejora de la calidad de las labores.</p>,5.0,2020-10-20 17:16:17,2020-10-20 17:16:17,24,0,<p>Lee la siguiente oración y selecciona verdadero o falso según sea el caso.</p>,DXOR_0940
205,1,1,,ORG_20,<p>La organización debe animar y apoyar al personal a <strong>ser creadores y también consumidores</strong> del contenido y nuevos procesos de mejora en las labores.</p>,5.0,2020-10-20 17:16:17,2020-10-20 17:16:17,25,0,<p>Lee la siguiente oración y selecciona verdadero o falso según sea el caso.</p>,DXOR_0A10
206,5,1,,ORG_21,"<p>La organización tiene establecidas políticas y procedimientos para garantizar que las partes interesadas estén bien informadas acerca de las normas que se aplican cuando se adquiera, utilice, recombine o cree contenido digital. ¿Cuáles son estas normas a considerar?</p>",5.0,2020-10-20 17:16:17,2020-10-20 17:16:17,25,0,<p>Lee la siguiente oración y selecciona las dos opciones correctas.</p>,DXOR_0A20
207,3,1,,ORG_23,"<p>&amp;space La organización promueve activamente su uso, recombinación y creación para dar soporte a currículos modernizados.</p><br><p>&amp;space Facilitan la selección, creación y organización de contenido y labores que permite al personal analizar y comprender ideas complejas desde múltiples perspectivas.</p>",5.0,2020-10-20 17:16:17,2020-10-20 17:16:17,25,0,<p>Relaciona las siguientes columnas de acuerdo a la correspondencia del concepto con su significado.</p>,DXOR_0A50
208,5,1,,ORG_24,"<p>Las tecnologías digitales permiten proporcionar al personal, herramientas que les ofrezcan oportunidades de realizar sus labores sin restricción de tiempo. ¿Cuáles son las oportunidades con relación al horario?</p>",5.0,2020-10-20 17:16:17,2020-10-20 17:16:17,26,0,<p>Lee la siguiente oración y selecciona las dos opciones correctas.</p>,DXOR_0B20
209,2,1,,ORG_25,"<p>La innovación en las labores profesionales tiene en cuenta el efecto multiplicador potencial de las tecnologías digitales para implicar al personal en &amp;space auténticos en los que puedan aplicar de manera completa sus &amp;space previos. Al hacerlo, pueden hacer frente a &amp;space que van más allá del conocimiento laboral.</p>",5.0,2020-10-20 17:16:17,2020-10-20 17:16:17,26,0,<p>Completa los espacios en blanco del siguiente párrafo con las opciones que se presentan en la lista. </p>,DXOR_0B40
210,3,1,,ORG_26,"<p>&amp;space Trabajar conjuntamente y en cooperación con otras organizaciones y personal ajeno a la propia organiación.</p><br><p>&amp;space Compartir y recibir ideas, intereses y prácticas laborales con distintas otras personas involucradas en el ambiente profesional.</p><br><p>&amp;space Que el personal se implique en redes profesionales de interés y prácticas que sean relevantes para conectar con ideas, intereses y personas fuera de la organización.</p>",5.0,2020-10-20 17:16:17,2020-10-20 17:16:17,27,0,<p>Relaciona las siguientes columnas de acuerdo a la correspondencia del concepto con su significado.</p>,DXOR_0C10
211,1,1,,ORG_27,"<p>La organización debe <strong>animar, facilitar</strong> y esperar que el personal <strong>tome parte</strong> en actividades y eventos de intercambio de conocimiento.</p>",5.0,2020-10-20 17:16:17,2020-10-20 17:16:17,27,0,<p>Lee la siguiente oración y selecciona verdadero o falso según sea el caso.</p>,DXOR_0C40
